arrival_year,arrival_month
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,September
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
2015,October
